"date_yyyymmdd","depth_m","latitude_dd","longitude_dd","o2_at_gear_ml_per_l_der","operation_dim$operation_type","performance","project","temperature_at_gear_c_der","trawl_id","year","year_stn_invalid"
"20090708","672.2000","35.65861111","-121.54888889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.3250","200903017127","2009",""
"20090712","984.6000","35.01694444","-121.55944444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.3034","200903017143","2009",""
"20090712","519.0000","35.13916667","-121.45333333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.5293","200903017144","2009",""
"20090712","765.6000","35.22500000","-121.58361111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.6948","200903017145","2009",""
"20090713","266.8000","35.38750000","-121.10527778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.4465","200903017146","2009",""
"20090713","372.1000","35.32388889","-121.14138889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.6688","200903017147","2009",""
"20090717","179.5000","34.38583333","-120.37888889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.4292","200903017148","2009",""
"20090717","107.4000","33.94472222","-120.32416667","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.6745","200903017149","2009",""
"20090717","103.3000","33.94083333","-120.29083333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.7221","200903017150","2009",""
"20090717","403.6000","33.84166667","-120.17361111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.7087","200903017151","2009",""
"20090717","150.8000","33.80194444","-120.04555556","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.6476","200903017152","2009",""
"20090717","135.6000","33.77166667","-119.90000000","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.3396","200903017153","2009",""
"20090718","184.3000","33.96027778","-120.44111111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.4804","200903017154","2009",""
"20090718","1162.7000","33.66027778","-120.55694444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.8826","200903017155","2009",""
"20090718","1139.0000","33.17750000","-120.47527778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.8886","200903017156","2009",""
"20090719","716.7000","32.32527778","-119.01861111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.3922","200903017157","2009",""
"20090719","734.9000","32.02916667","-118.58527778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.1800","200903017158","2009",""
"20090720","1195.5000","32.66583333","-118.73500000","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.8321","200903017159","2009",""
"20090720","799.6000","32.65583333","-118.42694444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.5670","200903017160","2009",""
"20090721","203.6000","32.62416667","-117.35722222","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.1621","200903017164","2009",""
"20090721","100.9000","32.83777778","-117.35083333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.1850","200903017165","2009",""
"20090721","598.2000","32.90361111","-117.42944444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.5374","200903017166","2009",""
"20090721","77.6000","33.26194444","-117.54972222","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.6962","200903017167","2009",""
"20090722","472.6000","33.30166667","-117.64027778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.5907","200903017168","2009",""
"20090722","726.3000","33.37333333","-118.17277778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.3876","200903017169","2009",""
"20090722","304.8000","33.27972222","-118.21083333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.0400","200903017170","2009",""
"20090723","328.4000","33.97277778","-118.71694444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.4162","200903017172","2009",""
"20090723","237.2000","34.13305556","-119.48305556","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.0286","200903017173","2009",""
"20090724","200.1000","34.21916667","-119.72527778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.9960","200903017174","2009",""
"20090724","100.6000","34.26166667","-119.60722222","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.2435","200903017175","2009",""
"20090724","180.8000","34.27750000","-119.69305556","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.5798","200903017176","2009",""
"20090724","62.2000","34.40277778","-119.93333333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","11.3296","200903017177","2009",""
"20090724","484.8000","34.16611111","-120.21138889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.5890","200903017178","2009",""
"20090725","470.2000","34.24583333","-120.28138889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.8652","200903017179","2009",""
"20090725","486.7000","34.24555556","-120.25416667","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.6817","200903017180","2009",""
"20100713","221.1000","33.96888889","-119.90583333","","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","201003010163","2010",""
"20090526","118.0000","47.02638889","-124.72111111","1.3130","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.3867","200903010014","2009",""
"20090526","131.5000","47.25222222","-124.74888889","1.6546","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.6216","200903010015","2009",""
"20090526","175.7000","47.35555556","-124.77750000","1.4120","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.4541","200903010016","2009",""
"20090527","163.2000","47.99361111","-125.51305556","1.7540","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.4645","200903010017","2009",""
"20090527","136.1000","48.10472222","-125.49250000","1.9784","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.6251","200903010018","2009",""
"20090527","141.4000","48.12333333","-125.51055556","1.8556","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.5652","200903010019","2009",""
"20090527","179.4000","48.29333333","-125.24722222","1.4190","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.2857","200903010020","2009",""
"20090528","199.0000","48.25666667","-124.94555556","1.6861","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.4087","200903010021","2009",""
"20090528","228.6000","48.40500000","-124.90277778","1.3070","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.1408","200903010022","2009",""
"20090528","161.1000","48.36500000","-125.04527778","1.3842","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.2675","200903010023","2009",""
"20090530","93.5000","45.93027778","-124.16805556","1.0308","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.1553","200903010031","2009",""
"20090531","120.2000","45.83333333","-124.22833333","1.0568","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.1551","200903010032","2009",""
"20090531","88.9000","45.65888889","-124.10805556","0.9040","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.9464","200903010033","2009",""
"20090531","139.0000","45.72166667","-124.27027778","0.8554","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.5260","200903010034","2009",""
"20090531","220.7000","45.70583333","-124.59750000","1.0247","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.1948","200903010035","2009",""
"20090531","503.7000","45.56194444","-124.73611111","0.5368","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.2456","200903010036","2009",""
"20090601","409.4000","45.39916667","-124.54500000","0.7113","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.5608","200903010037","2009",""
"20090601","392.9000","45.37000000","-124.46916667","0.6979","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.5643","200903010038","2009",""
"20090601","298.4000","45.07416667","-124.40222222","0.8938","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.0491","200903010039","2009",""
"20090610","107.4000","44.64722222","-124.45916667","1.6096","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2040","200903010045","2009",""
"20090610","194.6000","44.66916667","-124.58500000","1.3727","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.0075","200903010046","2009",""
"20090610","390.9000","44.83833333","-124.78722222","0.8875","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.8554","200903010047","2009",""
"20090610","415.1000","44.87166667","-124.87805556","0.9222","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.9187","200903010048","2009",""
"20090610","825.7000","44.61944444","-124.96222222","0.2367","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.2281","200903010049","2009",""
"20090611","198.7000","44.50611111","-124.64277778","1.3628","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.8940","200903010050","2009",""
"20090611","96.6000","44.34805556","-124.63000000","1.8340","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2971","200903010051","2009",""
"20090611","809.3000","44.22305556","-125.01777778","0.2373","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.2242","200903010052","2009",""
"20090611","106.3000","44.15166667","-124.75027778","0.9409","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.9120","200903010053","2009",""
"20090611","88.4000","44.28972222","-124.63444444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.0667","200903010056","2009",""
"20090612","77.7000","44.39500000","-124.36194444","1.6486","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2643","200903010058","2009",""
"20090612","68.4000","44.40888889","-124.24916667","1.4318","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2158","200903010059","2009",""
"20090617","149.7000","42.76861111","-124.69583333","2.1683","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.7363","200903010078","2009",""
"20090617","646.7000","42.66250000","-124.86472222","0.3647","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.9737","200903010079","2009",""
"20090617","153.0000","42.61305556","-124.67944444","2.5383","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.9280","200903010080","2009",""
"20090617","86.7000","42.63388889","-124.52972222","3.3923","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.5252","200903010081","2009",""
"20110713","519.6000","32.82833333","-118.56555556","","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","201103010168","2011",""
"20090710","922.9000","35.43777778","-121.52194444","0.3600","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.2958","200903010133","2009",""
"20090710","865.9000","35.32138889","-121.44916667","0.3318","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.4553","200903010134","2009",""
"20090710","313.9000","35.73277778","-121.45555556","0.9174","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.2125","200903010135","2009",""
"20090711","100.4000","35.69111111","-121.39361111","1.7261","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.5273","200903010136","2009",""
"20120703","269.8000","35.98277778","-121.57333333","","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","201203017146","2012",""
"20090925","253.3000","38.15750000","-123.43694444","","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","200903018103","2009",""
"20090913","864.5000","43.38388889","-124.97194444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.1306","200903018065","2009",""
"20100523","1234.2000","44.93916667","-125.21333333","0.5069","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.0323","201003010001","2010",""
"20100523","658.3000","45.29750000","-124.79944444","0.3040","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.6028","201003010002","2010",""
"20100523","453.0000","45.24000000","-124.58000000","0.6346","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.2689","201003010003","2010",""
"20100524","1069.2000","45.72861111","-124.88777778","0.4216","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.2046","201003010006","2010",""
"20100621","89.2000","41.06694444","-124.27194444","1.8307","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2121","201003017089","2010",""
"20100622","59.4000","40.80361111","-124.31583333","2.0057","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2775","201003017091","2010",""
"20100622","570.3000","40.68527778","-124.61361111","0.6181","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.6762","201003017092","2010",""
"20100622","268.5000","40.52333333","-124.67555556","1.0055","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.4200","201003017093","2010",""
"20100622","106.0000","40.16916667","-124.32333333","1.5622","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2467","201003017096","2010",""
"20100623","113.8000","39.84388889","-123.96888889","1.1746","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.3685","201003017097","2010",""
"20100623","330.0000","39.75166667","-124.06027778","0.9005","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.4897","201003017098","2010",""
"20100623","802.2000","39.63888889","-124.09277778","0.2272","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.2939","201003017099","2010",""
"20100623","130.4000","39.70277778","-123.91583333","1.0053","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.3730","201003017100","2010",""
"20100525","165.0000","47.12861111","-124.93222222","1.9335","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.1361","201003010012","2010",""
"20100714","690.1000","33.60000000","-118.69361111","","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","201003010166","2010",""
"20100906","81.0000","44.33222222","-124.35138889","0.8703","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2736","201003008055","2010",""
"20100907","75.4000","44.14000000","-124.27611111","1.4543","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.4766","201003008057","2010",""
"20100531","146.0000","46.70222222","-124.64833333","1.8710","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2500","201003010035","2010",""
"20120918","143.7000","40.35305556","-124.47805556","","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","201203008100","2012",""
"20091005","244.1000","37.29722222","-122.87111111","2.0847","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.4808","200903008116","2009",""
"20091005","343.3000","37.19555556","-122.84777778","1.0357","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.4947","200903008117","2009",""
"20091007","109.6000","36.29333333","-122.02333333","2.0085","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.3948","200903008123","2009",""
"20101003","605.0000","34.67250000","-121.14444444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.3070","201003018150","2010",""
"20091017","832.2000","33.82333333","-118.71416667","0.0996","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.2393","200903008160","2009",""
"20091010","973.2000","34.54666667","-121.19416667","0.4752","Experiment","Indeterminate","Groundfish Slope and Shelf Combination Survey","3.9024","200903008138","2009",""
"20100531","112.2000","46.68361111","-124.51750000","1.8863","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.7064","201003010036","2010",""
"20100607","471.3000","44.81277778","-124.87000000","0.6575","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.2743","201003010056","2010",""
"20100607","1180.4000","44.63638889","-125.04888889","0.4173","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.2556","201003010058","2010",""
"20100608","332.4000","44.46638889","-124.83083333","1.2514","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.1391","201003010059","2010",""
"20100617","101.7000","42.69805556","-124.59444444","1.2428","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.2029","201003010080","2010",""
"20100617","148.6000","42.59500000","-124.68138889","1.7165","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.6632","201003010081","2010",""
"20100617","862.7000","42.57388889","-124.83944444","0.2685","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.0816","201003010082","2010",""
"20100617","146.8000","42.47972222","-124.75222222","1.7274","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.6087","201003010083","2010",""
"20100618","131.6000","42.04194444","-124.53722222","2.1047","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.9757","201003010084","2010",""
"20100618","595.7000","42.00583333","-124.69277778","0.3483","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.8534","201003010085","2010",""
"20100618","933.7000","42.00333333","-124.85777778","0.3459","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.5848","201003010086","2010",""
"20100618","824.7000","41.90833333","-124.98388889","0.2840","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.9890","201003010087","2010",""
"20100619","125.5000","41.89888889","-124.48611111","2.0037","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.9089","201003010088","2010",""
"20100619","110.1000","41.78416667","-124.40583333","1.3694","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.7097","201003010089","2010",""
"20100620","972.2000","41.50222222","-124.79138889","0.3558","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.6663","201003017084","2010",""
"20100620","1137.8000","41.30111111","-124.87166667","0.5567","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.1413","201003017086","2010",""
"20100621","449.6000","40.95833333","-124.50027778","0.7202","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.8879","201003017090","2010",""
"20101004","1126.9000","34.39305556","-120.98694444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.6457","201003018151","2010",""
"20100624","136.8000","39.88500000","-124.10750000","1.2321","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.4374","201003010110","2010",""
"20100624","185.3000","39.74972222","-124.03444444","1.3347","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.4001","201003010111","2010",""
"20100624","478.6000","39.64638889","-124.03416667","0.6531","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.8250","201003010112","2010",""
"20100624","96.3000","39.45055556","-123.86111111","1.5225","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.5679","201003010113","2010",""
"20100624","474.6000","39.32083333","-124.01305556","0.6096","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.7772","201003010114","2010",""
"20100625","131.0000","38.79194444","-123.78611111","1.7462","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.8349","201003010115","2010",""
"20100625","114.9000","38.61861111","-123.53277778","2.0650","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.9582","201003010117","2010",""
"20100625","172.9000","38.48222222","-123.55166667","1.7627","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.9860","201003010118","2010",""
"20100625","471.3000","38.31500000","-123.58972222","0.6765","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.2200","201003010119","2010",""
"20100712","307.7000","34.21166667","-119.76527778","0.6096","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.3425","201003010158","2010",""
"20140530","111.3000","48.25638889","-125.13388889","","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","201403017021","2014",""
"20090826","354.1000","44.99305556","-124.48166667","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.2226","200903018001","2009",""
"20100622","344.2000","40.77250000","-124.50500000","0.7787","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.0101","201003010101","2010",""
"20100717","271.0000","32.67583333","-117.38000000","0.7734","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.7150","201003010181","2010",""
"20100718","860.4000","32.87555556","-118.19972222","0.3294","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.5554","201003010183","2010",""
"20100718","417.0000","32.69388889","-118.39694444","0.5312","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.7869","201003010184","2010",""
"20100719","342.0000","33.61777778","-119.97638889","0.7017","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.3058","201003010185","2010",""
"20100719","791.4000","33.74972222","-120.20194444","0.3157","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.7081","201003010186","2010",""
"20100719","670.8000","33.83972222","-120.39055556","0.2830","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.1061","201003010187","2010",""
"20100720","402.1000","34.98222222","-120.98916667","0.6116","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.6697","201003010188","2010",""
"20100720","171.2000","35.06694444","-120.89055556","0.9749","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.8241","201003010189","2010",""
"20100720","212.4000","35.07250000","-120.91500000","0.9788","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.4693","201003010190","2010",""
"20100702","117.1000","37.13416667","-122.65833333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.7610","201003017122","2010",""
"20100702","658.6000","37.07444444","-122.82055556","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.8375","201003017123","2010",""
"20100702","837.9000","37.04083333","-122.82527778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.5781","201003017124","2010",""
"20100706","628.5000","35.08777778","-121.31916667","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.3473","201003017144","2010",""
"20100706","199.4000","35.31194444","-121.02722222","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.1252","201003017145","2010",""
"20100706","230.8000","35.40027778","-121.07750000","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.7416","201003017146","2010",""
"20100706","122.1000","35.47138889","-121.10444444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.4415","201003017147","2010",""
"20100707","199.3000","35.47750000","-121.12944444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.0218","201003017148","2010",""
"20100707","421.2000","35.42638889","-121.25333333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.8948","201003017149","2010",""
"20100711","182.0000","34.73638889","-120.86750000","1.1694","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.9077","201003017150","2010",""
"20100711","275.1000","34.64527778","-120.87388889","1.0171","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.3469","201003017151","2010",""
"20100711","818.7000","34.23527778","-120.85000000","0.2989","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.6846","201003017152","2010",""
"20090913","540.4000","43.42083333","-124.81611111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.2608","200903018064","2009",""
"20090913","651.5000","43.32916667","-124.90722222","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.6989","200903018066","2009",""
"20090913","196.6000","43.27416667","-124.70277778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.1049","200903018067","2009",""
"20090914","62.4000","42.94166667","-124.56222222","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.4349","200903018068","2009",""
"20090914","84.5000","42.92666667","-124.62194444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.2274","200903018069","2009",""
"20090914","195.9000","42.60000000","-124.70111111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.3306","200903018070","2009",""
"20100711","799.0000","34.24527778","-120.82527778","0.3112","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.6072","201003017153","2010",""
"20100711","412.8000","34.02472222","-120.55666667","0.6532","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.0313","201003017154","2010",""
"20100712","150.5000","33.76944444","-120.00305556","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.9097","201003017155","2010",""
"20091019","93.9000","32.97750000","-118.60638889","","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","10.8406","200903018167","2009","2009"
"20091019","293.9000","32.91083333","-118.60583333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.5400","200903018165","2009",""
"20091019","514.2000","33.09027778","-118.71777778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.8262","200903018168","2009",""
"20091019","821.4000","33.24805556","-118.10333333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.8327","200903018169","2009",""
"20091020","242.8000","32.65833333","-117.37750000","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.7864","200903018170","2009",""
"20091020","838.5000","33.09722222","-117.79833333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.5585","200903018171","2009",""
"20091020","851.4000","33.20305556","-117.93666667","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.7976","200903018172","2009",""
"20140601","662.7000","46.24027778","-124.61611111","","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","201403017035","2014",""
"20100523","819.7000","45.17944444","-124.93361111","0.2318","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.0499","201003017001","2010",""
"20100523","713.0000","45.26777778","-124.81916667","0.2289","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.2349","201003017002","2010",""
"20100712","1013.4000","33.63472222","-120.22361111","0.4475","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.9948","201003017156","2010",""
"20100712","207.2000","33.65027778","-119.83888889","0.9079","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.1564","201003017157","2010",""
"20100712","401.3000","33.58333333","-119.83750000","0.6306","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.1490","201003017159","2010",""
"20100713","1070.3000","33.13750000","-119.94222222","0.4872","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.8069","201003017162","2010",""
"20100713","553.8000","32.80972222","-120.18111111","0.2512","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.7204","201003017163","2010",""
"20101004","197.7000","34.64888889","-120.84611111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.9380","201003018152","2010",""
"20091022","758.9000","33.94194444","-119.21777778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.3493","200903018179","2009",""
"20091022","570.1000","33.93611111","-119.39916667","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.1727","200903018180","2009",""
"20091022","87.5000","33.95000000","-119.66666667","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.3723","200903018181","2009",""
"20091023","279.0000","34.38250000","-120.08611111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.1097","200903018182","2009",""
"20091023","272.3000","34.35166667","-120.37055556","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.9633","200903018183","2009",""
"20091023","599.5000","34.42805556","-120.76805556","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.7212","200903018184","2009",""
"20091024","129.3000","35.11722222","-120.87194444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.8793","200903018185","2009",""
"20091024","95.4000","35.16416667","-120.88000000","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","11.3221","200903018186","2009",""
